"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"8010708","","January 29, 2025 at 7:30 AM","Burlington","N Winooski Ave","ALTERNATE US-7","Property Damage Only","Rear End","Freezing Precipitation","State Highway numbered route, Class 1 TH","25BU001906","Burlington PD","11","1.49","None/Other","Day","North St","None","None","","VT0040100","Four-way Intersection","Road Surface Condition(wet, icy, snow, slush, etc)","N Winooski Ave","Snow","9993","44.48467986217242,-73.21145710035944"
"8013349","","January 29, 2025 at 1:58 PM","Burlington","S Willard St","PEARL ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU001931","Burlington PD","2","0.687","None/Other","Day","Pearl St","None","None","","VT0040100","Four-way Intersection","","S Willard St","","U5038","44.48065503377151,-73.20577539324042"
"8014095","","January 30, 2025 at 8:35 AM","Burlington","730-740 Shelburne Rd","US-7","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","State Highway numbered route, Class 1 TH","25SB000858","So. Burlington PD.","11","0.007","None/Other","Day","Swift St","None","None","","VT0040300","T - Intersection","None","730-740 Shelburne Rd","Snow","0070","44.446026439368715,-73.20940690743043"
"8012140","","January 30, 2025 at 2:10 PM","Burlington","Main St","US-2","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU002009","Burlington PD","11","0.74","None/Other","Day","East Ave","None","None","","VT0040100","Four-way Intersection","","Main St","","0020","44.473165183955906,-73.19158117052342"
"8011564","","January 30, 2025 at 3:06 PM","Burlington","College St","COLLEGE ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU002011","Burlington PD","2","0.667","None/Other","Day","S Willard St","None","None","","VT0040100","Four-way Intersection","","College St","","U5068","44.47748460245368,-73.20561863872307"
"8014597","","January 31, 2025 at 6:32 AM","Burlington","Manhattan Dr","MANHATTAN DR.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU002038","Burlington PD","2","0.31","None/Other","Day","Oak St","None","None","","VT0040100","T - Intersection","","Manhattan Dr","","U5056","44.49031619401832,-73.21402703991632"
"8015525","","January 31, 2025 at 9:01 AM","Burlington","College St","COLLEGE ST.","Property Damage Only","Same Direction Sideswipe","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU002048","Burlington PD","2","0.233","None/Other","Day","Saint Paul St","None","Heavy Truck","","VT0040100","Four-way Intersection","None","College St","Dry","U5068","44.47704421868562,-73.21416046532288"
"8011604","","January 31, 2025 at 1:51 PM","Burlington","15 Baird St","BAIRD ST","Property Damage Only","Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--","Cloudy","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU002078","Burlington PD","9","999.99","None/Other","Day","Raymond Pl","None","Heavy Truck","","VT0040100","Other - Explain in Narrative","None","15 Baird St","Snow","0000","44.449004546989165,-73.21322765426375"
"8013619","","January 31, 2025 at 5:52 PM","Burlington","Main St","US-2","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU002099","Burlington PD","11","0.001","None/Other","Night","S Willard St","None","None","","VT0040100","Four-way Intersection","","Main St","","0020","44.47619384061831,-73.20548201734853"
"8015357","","January 31, 2025 at 7:05 PM","Burlington","North St","NORTH ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU002112","Burlington PD","2","0.822","None/Other","Night","N Willard St","None","None","","VT0040100","Four-way Intersection","","North St","","U5032","44.4849406392945,-73.20588016794287"
"8012261","","February 1, 2025 at 1:24 AM","Burlington","48 Hoover St","TOWN ROAD 0232","Property Damage Only","Same Direction Sideswipe","Freezing Precipitation","Street or Town Highways in FA Urban Area","25BU002144","Burlington PD","5","999.99","None/Other","Night","","None","None","","VT0040100","Not at a Junction","None","48 Hoover St","Snow","T0232","44.460657680639365,-73.20618180569357"
"8013859","","February 1, 2025 at 1:55 PM","Burlington","Main St","LEDGE RD.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU002162","Burlington PD","2","0.003","None/Other","Day","S Prospect St","None","None","","VT0040100","Four-way Intersection","","Main St","","U5058","44.463052471176056,-73.20768955512514"
"8013302","","February 1, 2025 at 2:39 PM","Burlington","71 S Union St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU002166","Burlington PD","9","999.99","None/Other","Day","Bradley St","None","None","","VT0040100","Parking Lot","","71 S Union St","","0000","44.478393311397866,-73.20946271478125"
"8012884","","February 1, 2025 at 4:20 PM","Burlington","Pearl St","PEARL ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU002170","Burlington PD","5","999.99","None/Other","Day","St Paul St","None","None","","VT0040100","T - Intersection","","Pearl St","","0000","44.48040587154016,-73.21432661751416"
"8011224","","February 2, 2025 at 1:44 AM","Burlington","Main St","US-2","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","State Highway numbered route, Class 1 TH","25BU002198","Burlington PD","11","0.75","None/Other","Night","Spear St","None","None","","VT0040100","Four-way Intersection","None","Main St","Dry","0020","44.47308564931953,-73.19140844208032"
"8015598","","February 3, 2025 at 8:00 AM","Burlington","486 South Prospect ST","DAVIS RD","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25UV001041","UVM Police","9","999.99","None/Other","Day","486 South Prospect ST","None","None","","VT0041100","","","486 South Prospect ST","","0000","44.46670072267931,-73.19814880529562"
"8011179","","February 3, 2025 at 9:55 AM","Burlington","Bank St","TOWN ROAD 0113","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU002272","Burlington PD","5","999.99","None/Other","Day","Saint Paul St","None","None","","VT0040100","T - Intersection","","Bank St","","T0113","44.478156728582356,-73.21421118715026"
"8011057","","February 3, 2025 at 10:45 AM","Burlington","375 North Ave","NORTH AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU002277","Burlington PD","2","0.729","None/Other","Day","North Ave","None","None","","VT0040100","Not at a Junction","","375 North Ave","","U5026","44.49089774893849,-73.22744464751608"
"8011862","","February 3, 2025 at 1:59 PM","Burlington","Pine St","PINE ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU002294","Burlington PD","5","999.99","None/Other","Day","Cherry St","None","None","","VT0040100","T - Intersection","","Pine St","","0000","44.479262661969685,-73.21580848863975"
"8014856","","February 3, 2025 at 2:47 PM","Burlington","S Union St","S UNION ST.","Injury","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU002298","Burlington PD","2","0.861","None/Other","Day","College St","None","Pedestrian","","VT0040100","Four-way Intersection","None","S Union St","Dry","U5052","44.47729674322535,-73.20904028185338"
"8011244","","February 3, 2025 at 7:25 PM","Burlington","Gazo Ave","ETHAN ALLEN PARKWAY","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU002319","Burlington PD","2","0.94","None/Other","Night","Ethan Allen Pkwy","None","None","","VT0040100","Not at a Junction","","Gazo Ave","","U5072","44.516948273899196,-73.24173706061175"
"8012030","","February 3, 2025 at 8:24 PM","Burlington","Austin Dr","AUSTIN DR","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","Street or Town Highways in FA Urban Area","25BU002326","Burlington PD","5","999.99","None/Other","Night","Ledgewood Cir","None","None","","VT0040100","T - Intersection","Road Surface Condition(wet, icy, snow, slush, etc)","Austin Dr","Snow","0000","44.45154491947008,-73.22142515305957"
"8015555","","February 4, 2025 at 1:10 AM","Burlington","197 S Willard St","US-7","Injury","Single Vehicle Crash","Freezing Precipitation","State Highway numbered route, Class 1 TH","25BU002336","Burlington PD","11","2.031","None/Other","Night","","None","None","","VT0040100","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","197 S Willard St","Ice","0070","44.474898118651446,-73.20540006088206"
"8012792","","February 4, 2025 at 9:02 AM","Burlington","N Winooski Ave","ALTERNATE US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU002352","Burlington PD","11","1.519","None/Other","Day","North St","None","None","","VT0040100","Four-way Intersection","","N Winooski Ave","","9993","44.485061060462264,-73.21130857776605"
"8011134","","February 4, 2025 at 12:02 PM","Burlington","111 Colchester Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU002371","Burlington PD","9","999.99","None/Other","Day","UVM Medical Center","None","None","","VT0040100","Parking Lot","","111 Colchester Ave","","0000","44.48088608846355,-73.1948359928922"
"8015325","","February 4, 2025 at 9:10 PM","Burlington","Archibald St","ARCHIBALD ST","Property Damage Only","Other - Explain in Narrative","Cloudy","Street or Town Highways in FA Urban Area","25BU002408","Burlington PD","5","999.99","None/Other","Night","N Willard St","None","None","","VT0040100","Four-way Intersection","None","Archibald St","Ice","T0088","44.48807887793663,-73.20621086973752"
"8014523","","February 5, 2025 at 9:19 AM","Burlington","ELMWOOD AVE","ELMWOOD AVE","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU002428","Burlington PD","5","999.99","None/Other","Day","GRANT ST","None","None","","VT0040100","T - Intersection","","ELMWOOD AVE","","0000","44.482227787749906,-73.21368261032252"
"8011693","","February 5, 2025 at 11:02 AM","Burlington","King St","KING ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU002442","Burlington PD","5","999.99","None/Other","Day","Battery St","None","None","","VT0040100","Four-way Intersection","","King St","","0000","44.474592381603415,-73.21860453626728"
"8014459","","February 5, 2025 at 11:02 AM","Burlington","King St","KING ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU002437","Burlington PD","5","999.99","None/Other","Day","Battery St","None","None","","VT0040100","Four-way Intersection","","King St","","0000","44.47459246067804,-73.21859196832271"
"8015144","","February 5, 2025 at 12:50 PM","Burlington","Cherry St","CHERRY ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU002446","Burlington PD","5","999.99","None/Other","Day","Battery St","None","None","","VT0040100","T - Intersection","","Cherry St","","0000","44.47914528365683,-73.21873583845598"
"8012732","","February 5, 2025 at 1:06 PM","Burlington","Cherry St","CHERRY ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU002448","Burlington PD","5","999.99","None/Other","Day","Battery St","None","None","","VT0040100","T - Intersection","","Cherry St","","0000","44.47915475697272,-73.21866053539098"
"8014688","","February 5, 2025 at 8:11 PM","Burlington","N Winooski Ave","N UNION ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU002484","Burlington PD","2","0.408","None/Other","Night","N Union St","None","None","","VT0040100","Four-way Intersection","","N Winooski Ave","","U5034","44.486288913138424,-73.20979194434486"
"8013827","","February 6, 2025 at 4:54 AM","Burlington","41 Cherry St","CHERRY ST","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU002495","Burlington PD","9","999.99","None/Other","Night","Champlain Inn","None","None","","VT0040100","Parking Lot","","41 Cherry St","","0000","44.479171341795514,-73.21745402875297"
"8011425","","February 6, 2025 at 9:28 AM","Burlington","Summit St","US-2","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU002507","Burlington PD","11","0.156","None/Other","Day","Main St","None","None","","VT0040100","T - Intersection","","Summit St","","0020","44.47629368963763,-73.2023018922029"
"8011070","","February 6, 2025 at 1:49 PM","Burlington","Main St","US-2","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU002526","Burlington PD","11","999.99","None/Other","Day","East Ave","None","None","","VT0040100","Four-way Intersection","","Main St","","0020","44.47311302123901,-73.19146334637976"
"8012623","","February 6, 2025 at 3:16 PM","Burlington","Maple St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU002529","Burlington PD","11","1.966","None/Other","Day","S Willard St","None","Heavy Truck","","VT0040100","Four-way Intersection","","Maple St","","0070","44.47396275863171,-73.20532589767562"
"8014644","","February 7, 2025 at 2:11 PM","Burlington","Riverside Ave","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU002602","Burlington PD","11","3.464","None/Other","Day","Hillside Terr","None","None","","VT0040100","T - Intersection","","Riverside Ave","","0070","44.48809898580061,-73.19762809160711"
"8014014","","February 7, 2025 at 4:19 PM","Burlington","Shelburne St","US-7","Property Damage Only","Left Turn and Thru, Angle Broadside -->v--","Clear","State Highway numbered route, Class 1 TH","25BU002607","Burlington PD","11","0.649","None/Other","Day","Flynn Ave","None","None","","VT0040100","Four-way Intersection","Road Surface Condition(wet, icy, snow, slush, etc)","Shelburne St","Snow","0070","44.45517906650703,-73.20859768580402"
"8013390","","February 7, 2025 at 5:11 PM","Burlington","595 Shelburne St","US-7","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Freezing Precipitation","State Highway numbered route, Class 1 TH","25BU002609","Burlington PD","11","0.158","None/Other","Night","Home Ave","None","None","","VT0040100","T - Intersection","Road Surface Condition(wet, icy, snow, slush, etc)","595 Shelburne St","Wet","0070","44.4482213040582,-73.20923308254862"
